Domain,Technique ID,Technique Name,Sentences
Enterprise,T1560,Archive Collected Data: Archive via Utility,"CORALDECK has created password-protected RAR, WinImage, and zip archives to be exfiltrated.[1]"
Enterprise,T1083,File and Directory Discovery,CORALDECK searches for specified files.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,"MoonWind can execute commands via an interactive command shell.[1] MoonWind uses batch scripts for various purposes, including to restart and uninstall itself.[1]"
Enterprise,T1543,Create or Modify System Process: Windows Service,"MoonWind installs itself as a new service with automatic startup to establish persistence. The service checks every 60 seconds to determine if the malware is running; if not, it will spawn a new instance.[1]"
Enterprise,T1074,Data Staged: Local Data Staging,MoonWind saves information from its keylogging routine as a .zip file in the present working directory.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,MoonWind encrypts C2 traffic using RC4 with a static key.[1]
Enterprise,T1083,File and Directory Discovery,MoonWind has a command to return a directory listing for a specified directory.[1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,MoonWind can delete itself or specified files.[1]
Enterprise,T1056,Input Capture: Keylogging,MoonWind has a keylogger.[1]
Enterprise,T1057,Process Discovery,MoonWind has a command to return a list of running processes.[1]
Enterprise,T1082,System Information Discovery,"MoonWind can obtain the victim hostname, Windows version, RAM amount, number of drives, and screen resolution.[1]"
Enterprise,T1016,System Network Configuration Discovery,MoonWind obtains the victim IP address.[1]
Enterprise,T1033,System Owner/User Discovery,MoonWind obtains the victim username.[1]
Enterprise,T1124,System Time Discovery,MoonWind obtains the victim's current time.[1]
Enterprise,T1083,File and Directory Discovery,RemoteUtilities can enumerate files and directories on a target machine.[1]
Enterprise,T1105,Ingress Tool Transfer,RemoteUtilities can upload and download files to and from a target machine.[1]
Enterprise,T1113,Screen Capture,RemoteUtilities can take screenshots on a compromised host.[1]
Enterprise,T1218,System Binary Proxy Execution: Msiexec,RemoteUtilities can use Msiexec to install a service.[1]
Enterprise,T1087,Account Discovery: Cloud Account,ROADTools can enumerate Azure AD users.[2]
Enterprise,T1069,Permission Groups Discovery: Cloud Groups,ROADTools can enumerate Azure AD groups.[2]
Enterprise,T1018,Remote System Discovery,ROADTools can enumerate Azure AD systems and devices.[2]
Enterprise,T1078,Valid Accounts: Cloud Accounts,ROADTools leverages valid cloud credentials to perform enumeration operations using the internal Azure AD Graph API.[2]
Enterprise,T1071,Application Layer Protocol: Web Protocols,ELMER uses HTTP for command and control.[1]
Enterprise,T1083,File and Directory Discovery,ELMER is capable of performing directory listings.[1]
Enterprise,T1057,Process Discovery,ELMER is capable of performing process listings.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,BLINDINGCAN has used HTTPS over port 443 for command and control.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,BLINDINGCAN has executed commands via cmd.exe.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,BLINDINGCAN has encoded its C2 traffic with Base64.[1]
Enterprise,T1005,Data from Local System,BLINDINGCAN has uploaded files from victim machines.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,BLINDINGCAN has used AES and XOR to decrypt its DLLs.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,BLINDINGCAN has encrypted its C2 traffic with RC4.[1]
Enterprise,T1041,Exfiltration Over C2 Channel,BLINDINGCAN has sent user and system information to a C2 server via HTTP POST requests.[2][1]
Enterprise,T1083,File and Directory Discovery,"BLINDINGCAN can search, read, write, move, and execute files.[1][2]"
Enterprise,T1070,Indicator Removal on Host: File Deletion,BLINDINGCAN has deleted itself and associated artifacts from victim machines.[1]
Enterprise,T1070,Indicator Removal on Host: Timestomp,BLINDINGCAN has modified file and directory timestamps.[1][2]
Enterprise,T1105,Ingress Tool Transfer,BLINDINGCAN has downloaded files to a victim machine.[1]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,"BLINDINGCAN has attempted to hide its payload by using legitimate file names such as ""iconcache.db"".[1]"
Enterprise,T1027,Obfuscated Files or Information,BLINDINGCAN has obfuscated code using Base64 encoding.[1]
Enterprise,T1027,Software Packing,BLINDINGCAN has been packed with the UPX packer.[1]
Enterprise,T1566,Phishing: Spearphishing Attachment,BLINDINGCAN has been delivered by phishing emails containing malicious Microsoft Office documents.[1]
Enterprise,T1553,Subvert Trust Controls: Code Signing,BLINDINGCAN has been signed with code-signing certificates such as CodeRipper.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,BLINDINGCAN has used Rundll32 to load a malicious DLL.[1]
Enterprise,T1082,System Information Discovery,"BLINDINGCAN has collected from a victim machine the system name, processor information, OS version, and disk information, including type and free space available.[1]"
Enterprise,T1016,System Network Configuration Discovery,BLINDINGCAN has collected the victim machine's local IP address information and MAC address.[1]
Enterprise,T1204,User Execution: Malicious File,BLINDINGCAN has lured victims into executing malicious macros embedded within Microsoft Office documents.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,MechaFlounder has the ability to use HTTP in communication with C2.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,MechaFlounder has the ability to run commands on a compromised host.[1]
Enterprise,T1059,Command and Scripting Interpreter: Python,MechaFlounder uses a python-based payload.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,MechaFlounder has the ability to use base16 encoded strings in C2.[1]
Enterprise,T1041,Exfiltration Over C2 Channel,MechaFlounder has the ability to send the compromised user's account name and hostname within a URL to C2.[1]
Enterprise,T1105,Ingress Tool Transfer,MechaFlounder has the ability to upload and download files to and from a compromised host.[1]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,"MechaFlounder has been downloaded as a file named lsass.exe, which matches the legitimate Windows file.[1]"
Enterprise,T1033,System Owner/User Discovery,MechaFlounder has the ability to identify the username and hostname on a compromised host.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,HiddenWasp uses a script to automate tasks on the victim's machine and to assist in execution.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,HiddenWasp uses a cipher to implement a decoding function.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,HiddenWasp uses an RC4-like algorithm with an already computed PRGA generated key-stream for network communication.[1]
Enterprise,T1574,Hijack Execution Flow: Dynamic Linker Hijacking,HiddenWasp adds itself as a shared object to the LD_PRELOAD environment variable.[1]
Enterprise,T1105,Ingress Tool Transfer,HiddenWasp downloads a tar compressed archive from a download server to the system.[1]
Enterprise,T1027,Obfuscated Files or Information,HiddenWasp encrypts its configuration and payload.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,Machete uses HTTP for Command & Control.[1][4][3]
Enterprise,T1071,Application Layer Protocol: File Transfer Protocols,Machete uses FTP for Command & Control.[1][4][3]
Enterprise,T1560,Archive Collected Data,Machete stores zipped files with profile data from installed web browsers.[1]
Enterprise,T1560,Archive via Custom Method,Machete's collected data is encrypted with AES before exfiltration.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Machete used the startup folder for persistence.[2][4]
Enterprise,T1059,Command and Scripting Interpreter: Python,Machete is written in Python and is used in conjunction with additional Python scripts.[1][2][3]
Enterprise,T1555,Credentials from Password Stores: Credentials from Web Browsers,Machete collects stored credentials from several web browsers.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,Machete has used base64 encoding.[2]
Enterprise,T1005,Data from Local System,Machete searches the File system for files of interest.[1]
Enterprise,T1074,Data Staged: Local Data Staging,Machete stores files and logs in a folder on the local drive.[1][4]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Machete’s downloaded data is decrypted using AES.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,Machete has used AES to exfiltrate documents.[1]
Enterprise,T1573,Encrypted Channel: Asymmetric Cryptography,Machete has used TLS-encrypted FTP to exfiltrate data.[4]
Enterprise,T1041,Exfiltration Over C2 Channel,Machete's collected data is exfiltrated over the same channel used for C2.[1]
Enterprise,T1083,File and Directory Discovery,Machete produces file listings in order to search for files to be exfiltrated.[1][4][3]
Enterprise,T1564,Hide Artifacts: Hidden Files and Directories,Machete has the capability to exfiltrate stolen data to a hidden folder on a removable drive.[1]
Enterprise,T1070,Indicator Removal on Host: File Deletion,"Once a file is uploaded, Machete will delete it from the machine.[1]"
Enterprise,T1105,Ingress Tool Transfer,Machete can download additional files for execution on the victim’s machine.[1]
Enterprise,T1056,Input Capture: Keylogging,Machete logs keystrokes from the victim’s machine.[1][2][4][3]
Enterprise,T1036,Masquerading: Masquerade Task or Service,"Machete renamed task names to masquerade as legitimate Google Chrome, Java, Dropbox, Adobe Reader and Python tasks.[1]"
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,"Machete renamed payloads to masquerade as legitimate Google Chrome, Java, Dropbox, Adobe Reader and Python executables.[1][2]"
Enterprise,T1027,Obfuscated Files or Information,"Machete has used pyobfuscate, zlib compression, and base64 encoding for obfuscation. Machete has also used some visual obfuscation techniques by naming variables as combinations of letters to hinder analysis.[4][1]"
Enterprise,T1027,Software Packing,Machete has been packed with NSIS.[1]
Enterprise,T1057,Process Discovery,Machete has a component to check for running processes to look for web browsers.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,The different components of Machete are executed by Windows Task Scheduler.[1][2]
